Agency Name,Project Name,Start Date,Completion Date (B1),Lifecycle Cost,Planned Cost ($ M),Projected/Actual Cost ($ M)
Small Business Administration,PROJ: LAS Document Loan Accounting,01/06/2012,28/06/2013,1.2237,1.2237,1.2237
Department of Agriculture,FY12 Common Solutions,22/09/2011,21/09/2012,1.22028,1.22028,1.20429
Office of Personnel Management,DTP Second Generation,03/10/2011,31/10/2013,1.22,1.22,1.22
General Services Administration,Federal Risk and Authorization Management Program,01/10/2011,30/09/2012,1.218,1.218,1.218
Nuclear Regulatory Commission,ISMP License Verification System (LVS) - FY11 Q4,04/04/2011,30/09/2011,1.216,1.216,1.149
Department of State,Red Switch Program,01/10/2011,30/09/2012,1.213,1.213,1.213
Department of Health and Human Services,Databanks - Release 5.25,31/10/2011,20/06/2012,1.212,1.212,1.295
Social Security Administration,FY12 Compassionate Allowances (CAL),03/10/2011,30/09/2012,1.21159,1.21158,1.82225
Department of Commerce,Automated Incident Management System,08/11/2010,30/03/2012,1.5,1.210485,0.448338
Department of Defense,Net Centric Enterprise Services pre-planned product improvements,01/10/2011,30/09/2012,155.198,1.2,1.2
Department of Homeland Security,TWIC Reader Qualification,01/10/2011,31/12/2012,1.2,1.2,1.2
Department of Homeland Security,Portal Modernization,01/07/2011,30/09/2012,1.2,1.2,1.2
Department of Homeland Security,Base Consulting Contract,25/09/2012,25/03/2013,1.2,1.2,1.2
Department of Health and Human Services,EHB - Nurse Faculty Loan Program - ACA Support in the Formula module,14/02/2011,12/04/2011,1.2,1.2,0.806
Environmental Protection Agency,Grant Funding,01/10/2011,30/09/2012,1.2,1.2,1.2
Department of Veterans Affairs,VAFM Space and Equipment Planning System- SEPS 3,10/01/2011,14/06/2013,7.563,1.2,1.2
General Services Administration,Data.gov FY12 DME Communities & Outreach,01/10/2011,30/09/2012,1.2,1.2,1.2
Department of Defense,ISPAN Collaborative Information Environment Increment 3 Milestone B decision,01/04/2012,31/12/2012,1.2,1.2,1.2
Department of Transportation,Contract Definitization,01/10/2011,31/05/2012,1.2,1.2,1.2
Department of Labor,DME -- PERM Phase 1,15/11/2010,30/11/2011,1.19,1.19,2.367468
Department of Homeland Security,Production System Update FY11 Q4 close out EA,01/10/2010,30/09/2011,1.19,1.19,1.164
Department of Homeland Security,Balanced Workforce Survey Tool,30/09/2011,14/08/2016,2.606,1.186,1.186
Department of Veterans Affairs,ePayments Enhancements - Annual Updates,01/12/2010,30/01/2012,3.205615,1.175392,1.175392
Department of Education,Enrollment Reengineering and GE Data Collection,03/10/2011,13/07/2012,1.173,1.173,1.173
General Services Administration,Oracle 11g,01/09/2012,30/09/2012,1.169731,1.169731,1.157462
Department of Health and Human Services,MAS Correspondence Letter Writing System,30/09/2011,29/09/2012,1.163,1.163,0.824
Department of Energy,Upgrades,01/10/2011,30/09/2012,1.163,1.163,1.163
Department of Health and Human Services,NBS Program Upgrade,10/10/2011,13/06/2012,1.16,1.16,1.16
Department of Health and Human Services,FDA ORA MARCS Work Assignment and Accomplishment Manager (WAAM) 4,30/03/2012,29/03/2013,1.155,1.155,1.155
Department of Transportation,Segment 2 Governance,01/07/2011,30/09/2017,26,1.155,1.155
Department of the Treasury,eTranscript/Send My Transcript (SMTRA),01/10/2011,17/09/2012,1.15,1.15,1.384
Department of Transportation,Trajectory Management - Time-Based Flow Management (TBFM) Work Package III,01/10/2011,30/09/2012,1.15,1.15,1.15
General Services Administration,FY12 DME: Advantage Enhancements,01/10/2011,30/09/2012,1.149,1.149,1.149
Department of State,IPMS Alternatives & HRLoB SSC Analysis,01/01/2011,31/12/2011,1.148,1.147145,1.147146
Department of Education,BFELoB,01/08/2011,31/07/2012,1.145,1.145,1.147269
Department of Labor,"Identity Asset Management (IAM) Development and Modernization Effort - Base Year 1-26,27,28",03/10/2011,28/09/2012,1.1425,1.1425,1.1424
Department of Labor,Identity Asset Management (IAM) Development and Modernization Effort-Infrastructure Build-21,17/06/2011,04/10/2011,1.141,1.141,0.57346
Department of Transportation,Inspections,01/10/2011,30/09/2013,9,1.14,0.931425
National Science Foundation,Government-Wide Initiatives,01/01/2011,30/09/2012,1.14,1.14,1.101
Department of Education,IA Enhancement /Cyber Watch,03/10/2011,29/09/2017,23.237,1.127,1.127
Department of State,Ops Center Telephone Bridge,01/10/2011,30/09/2032,1.122,1.122,1.122
General Services Administration,eLease,29/07/2007,30/09/2012,37.935079,1.111,1.020352
Department of Agriculture,GSM Operations and Maintenance,01/10/2004,30/09/2012,1.404,1.109,1.113
Department of Veterans Affairs,Identification of Principal Mental Health Provider,10/05/2010,28/09/2012,2.325672,1.105129,1.123318
Department of State,FY11 PEPFAR Module Development,01/10/2010,30/09/2011,1.1033,1.103251,1.049419
Department of Defense,PMO Support,01/10/2011,30/09/2012,1.101,1.101,1.101
Department of Commerce,CLASS Data Center Migration,01/10/2011,30/09/2015,4.5,1.1,1.047
Department of Transportation,Trajectory Management - Reduced Runway Visual Range (RVR) Minima,01/10/2011,30/09/2012,1.1,1.1,1.1
Environmental Protection Agency,"Phase III: ICIS-CAA, AFS Modernization to include CAA",01/10/2011,30/09/2012,1.099,1.099,1.099
Department of Transportation,Release 6B Corridor Integrated Weather System (CIWS),01/03/2010,15/11/2011,8.402,1.096,1.561
Department of Health and Human Services,MAS Level 3 Task Based User Interface Phase 2,28/09/2011,27/09/2012,1.365,1.094,1.298
Department of Commerce,Data Center Facilities Management,02/02/2010,18/10/2011,1.09065,1.09065,0.29686
Department of the Treasury,FSA FY12,01/10/2011,30/09/2012,1.089368,1.089368,0.816168
Small Business Administration,PROJ: Small Business Investment Company (SBIC),21/01/2010,28/09/2012,1.5,1.0869,1.1563
Department of Commerce,Authentication Authorization and SSO,22/02/2012,13/12/2012,1.08423,1.08423,1.08423
Social Security Administration,FY12 Data Center non-DCS Support,03/10/2011,30/09/2012,1.07542,1.07542,1.07542
U.S. Army Corps of Engineers,Host Based Security System (HBSS),01/10/2010,30/09/2013,2.6,1.075,1.075
Department of Health and Human Services,BCHMIS - REPORTS,01/07/2011,28/09/2012,1.075,1.075,1.075
Department of Commerce,Blades,01/11/2006,30/09/2012,72.647,1.074373,1.84506
Social Security Administration,FY12 - Management Support,03/10/2011,30/09/2012,1.07094,1.07094,1.07088
Department of Transportation,Communications,01/07/2011,31/01/2013,1.07,1.07,1.07
Department of Energy,Unified Communications and Collaboration (UCC),01/07/2011,15/10/2012,1.064,1.064,1.071729
Department of Commerce,USPTO Alternate Processing Site (APS),15/12/2011,21/08/2012,1.05749,1.05749,1.05749
Department of Veterans Affairs,Member Support Services,01/10/2010,30/09/2015,6.65958,1.05,1.801909
Nuclear Regulatory Commission,VOICES,01/10/2011,30/07/2012,1.55,1.05,1.05
Department of Commerce,FY12 TMNG Separation Virtualization,02/01/2012,19/04/2013,1.76934,1.04463,1.04463
Department of Veterans Affairs,VETSNET Release Management - VR14,03/10/2011,04/09/2012,10.442333,1.044233,1.044233
Department of Labor,DME -- H-2B Phase 1,29/11/2010,30/12/2011,1.04,1.04,1.053584
Department of Labor,DME -- iCERT Portal/LCA/PW Phase 2,03/01/2011,05/03/2012,1.04,1.04,0.689707
U.S. Agency for International Development,OPS Master v3,15/07/2010,13/01/2012,1.375,1.0375,0.9505
Department of Commerce,FY12 Manage Program,03/10/2011,28/09/2012,1.035,1.035,0.982
General Services Administration,FY12 Performance Hosting,01/01/2012,30/09/2012,1.4,1.03333,1.03333
Department of Labor,IPS System Development: IPP Estimation,03/10/2011,28/09/2012,1.029,1.029,1.056087
Department of Labor,IPS System Development:  IPP Repricing,03/10/2011,28/09/2012,1.029,1.029,1.029
Department of Labor,IPS System Development:  IPS Initiation,03/10/2011,28/09/2012,1.029,1.029,1.029
Department of Labor,Maintenance - C&amp;S Database Migration Testing,03/10/2011,28/09/2012,1.028,1.028,0.745
Department of Labor,Maintenance - Housing Database Migration Testing,03/10/2011,28/09/2012,1.028,1.028,0.801
Department of Health and Human Services,CRIS Version 5.5 Upgrade,30/09/2010,30/03/2012,1.983,1.027,1.034
Department of Transportation,"IPDS Module 2, Release 1",01/03/2011,30/09/2011,1.027,1.027,1.128
National Science Foundation,Migrate to Cloud,01/04/2011,30/09/2012,1.027,1.026,0.984
Department of Health and Human Services,FDA ORA MARCS Firm Management Services (FMS),23/09/2011,05/02/2013,1.115,1.024,1.023
Department of State,Systems Integration Office (SIO),01/10/2007,30/09/2017,1.02,1.02,1.02
Department of Agriculture,Acquisition Support FY12.,01/09/2011,30/09/2012,1.017,1.017,1.017
Department of Transportation,Oklahoma City Support,01/10/2010,30/10/2013,1.571303,1.015319,1.015319
Department of Labor,Public Outreach & Awareness,03/10/2011,28/09/2012,1.0153,1.0153,1.0153
Environmental Protection Agency,New ECMS Applications,13/12/2010,30/09/2016,2.33,1.015,0.731
Department of the Treasury,Combined Statement,03/10/2011,14/04/2012,1.0143,1.0143,1.105994
Department of Health and Human Services,OS Web Mgt - Mobile Access to HHS,06/09/2011,07/09/2012,1.011,1.011,1.011
Department of Transportation,Safety Computer Development,01/11/2010,31/12/2013,2.16,1.01,1.01
Department of Veterans Affairs,Child Care Records Management System,01/04/2011,25/03/2013,3.249673,1.003416,1.07326
Department of Veterans Affairs,Upgrade ETA for Telework,06/06/2011,01/10/2012,1.748,1.0016,1.0016
Department of Labor,H-2A/H-2B Phase 2,02/11/2011,16/10/2012,1,1,1.885136
Department of Homeland Security,Web Usability and Disaster Survivor Studies,01/10/2011,31/12/2012,1,1,1
Department of Agriculture,Program Loan Accounting System (PLAS),01/10/2002,28/09/2018,46.72,1,0.891
Department of Health and Human Services,QIES CLIA Online Accounting,27/07/2011,31/12/2011,1,1,0.98
Department of Veterans Affairs,Real Time Location System (RTLS) National Middleware Data Repository (NMDR),31/12/2009,30/08/2013,17.883,1,1
Department of Veterans Affairs,Caregivers - Newborn Claims Processing Enhancement,02/01/2012,30/09/2013,8,1,1
Department of the Treasury,RUP /EUP Strategy,29/02/2012,31/08/2012,1,1,1
General Services Administration,Data.gov FY12 DME Program Management,01/10/2011,30/09/2012,1,1,1
General Services Administration,FY12 Security,02/04/2012,28/09/2012,1,1,1
Department of Commerce,Telemetry and Command/Instruments,01/10/2011,30/09/2012,1,1,0.969
Department of Commerce,N-AWIPS Migration,01/10/2007,31/03/2013,7.849,1,1
Department of Commerce,Collaboration,01/07/2008,31/12/2014,8.972,1,1
Department of Commerce,Weather Event Simulator Integration,01/10/2011,30/09/2012,3.386,1,1
Department of Commerce,Upgrade EDA Network Capacity & Speed,01/07/2011,30/09/2012,1.0001,1,0.67299
National Archives and Records Administration,Business Adaptation: Records Integration,01/07/2012,15/03/2013,2,1,1
Department of Education,eCB System - FY'12 Development/Enhancement Projects,01/01/2012,30/09/2012,1,1,1
Department of Commerce,Website Redesign CMS Replacement,30/08/2011,19/12/2012,1,1,1
Department of Commerce,CPC legacy system integration,11/07/2012,30/09/2013,1,1,1
Department of Commerce,ECM Sharepoint Intranet Pilot,01/12/2011,30/11/2012,1,1,0.497457
Department of Commerce,ITA Export.gov NextGen,01/10/2012,30/09/2013,16,1,1
Department of Agriculture,Data Warehouse/Financial Reporting,01/07/2010,19/07/2013,1.732,0.999167,0.967489
Department of Justice,NCIC CIB Study.,15/11/2011,30/09/2012,0.99825,0.99825,0.99825
National Archives and Records Administration,IT System Certification and Accreditation (C and A),01/10/2011,30/09/2012,0.991,0.991,0.9915
Social Security Administration,FY12 - NSC Transition Planning,01/10/2011,30/09/2012,0.982165,0.982165,0.86501
Department of Transportation,Assimilate Lessons Learned (ALL),16/02/2010,30/03/2012,1.575,0.979,0.942
Department of the Treasury,Transition Custom Development from Vendor to FRBC,01/02/2012,31/12/2012,0.978,0.978,0.978
Department of Education,ERIC Systems Maintenance,01/10/2011,30/09/2012,0.971,0.971,12.276
Department of Labor,MAINTENANCE - STORAGE AREA NETWORK UPGRADE,01/10/2010,02/09/2012,0.962,0.962,0.962
Department of the Treasury,Oracle Projects Module,01/10/2011,31/03/2012,0.958,0.958,0.958
Environmental Protection Agency,Electronic Notice of Intent (eNOI),01/10/2011,30/09/2012,0.953,0.953,1.016
Nuclear Regulatory Commission,Operations Center Information Management System  (OCIMS),01/10/2011,30/09/2012,0.952,0.952,0.951
Department of Transportation,Exchange 2010,01/01/2010,15/02/2012,1.2,0.950001,0.950001
Department of Health and Human Services,Databanks - Release 6.01,16/01/2012,20/06/2012,0.95,0.95,1.246
Department of Commerce,CPC Classification in Search Systems - Backend,14/02/2012,18/01/2013,0.94928,0.94928,0.94928
Department of the Treasury,SAP Secure Network Communications (SNC),01/09/2011,31/03/2012,0.95,0.949196,0.880864
National Aeronautics and Space Administration,FY11 Nebula Cloud Services DME,01/10/2010,30/11/2011,0.945,0.945,0.945
Department of Health and Human Services,Databanks - Release 6.02,26/03/2012,14/12/2012,0.944,0.944,0.669
Department of Commerce,Web and Business Services 1 - Phase 1,09/02/2012,15/11/2012,3.00238,0.94115,0.94115
Department of Commerce,Web and Business Services 2 - Phase 1,02/04/2012,23/11/2012,3.00238,0.94076,0.94076
Environmental Protection Agency,Maintenance,01/10/2011,30/09/2012,0.940374,0.940374,0.940374
Department of Health and Human Services,eRA - Improve Commons Personal Profile Usability,21/07/2011,25/01/2013,0.94,0.94,0.93
Department of Commerce,UCD Prototype,22/12/2011,22/06/2012,0.93947,0.93947,0.98202
Department of Homeland Security,KSMS 1.4,16/11/2011,13/07/2012,0.938,0.938,0.985
Nuclear Regulatory Commission,Technical refresh workstation,03/10/2011,28/09/2012,0.933,0.933,0.933
Department of Health and Human Services,EHB - Loans - LDF,16/02/2011,12/04/2011,0.93,0.93,0.93
Department of Health and Human Services,EHB - Loans - L-AOR,13/04/2011,28/06/2011,0.93,0.93,0.93
Department of Commerce,Porting Software to New SuperComputer,01/07/2012,01/11/2012,1.62,0.93,0.93
Department of Labor,ECS Deployment,22/09/2011,31/12/2011,0.928,0.928,1.084819
National Aeronautics and Space Administration,FY11 Nebula Services for Science Mission,01/07/2011,30/10/2011,0.928,0.928,0.928
Department of Commerce,COGS survey IT support for collection and processing,01/07/2011,30/09/2012,0.927026,0.927026,1.201642
Department of Agriculture,PLAS Retirement,14/07/2010,09/06/2015,4.92,0.922544,0.905762
Nuclear Regulatory Commission,TLM - FY13 O&M,01/10/2012,30/09/2013,0.92112,0.92112,0.92112
Department of Agriculture,NAIP 2012,03/10/2011,31/10/2013,17.35,0.92,0
Department of Defense,"Cyber Identity, Monitoring, & Enforcement",16/09/2011,30/09/2014,1.85,0.916,0.916
Department of Veterans Affairs,Education Application Development - WSMS,02/03/2010,03/07/2012,1.958668,0.91483,0.91483
Department of Homeland Security,PAS,22/07/2011,30/09/2012,0.902,0.902,0.902
Department of Labor,Samples Rules Conversion,03/04/2012,29/09/2012,0.9,0.9,0.9
Nuclear Regulatory Commission,Technical refresh Mobile Devices,03/10/2011,28/09/2012,0.9,0.9,0.9
Department of Homeland Security,CLAIMS 4 Release 8.5,21/10/2010,23/10/2011,0.9,0.9,0.604
Department of Homeland Security,CLAIMS 4 Release 8.6,05/12/2011,22/07/2012,0.9,0.9,0.55
Department of Homeland Security,CLAIMS 4 Release 8.7,06/08/2012,28/02/2013,0.9,0.9,0.9
Department of Veterans Affairs,Clinical Flow Sheet - CLIO v2,10/01/2011,28/02/2012,1.73,0.9,0.9
Department of the Treasury,AS400 to Unix,08/09/2008,18/05/2012,1.926,0.9,0.768822
Department of the Treasury,Data Exchange Rewrite Phase 3 (remaining functionality),23/08/2008,18/05/2012,2.82,0.9,0.720334
Department of Labor,Manage Trusted Internet Protocol Services (MTIPS),15/03/2010,30/09/2012,1,0.9,0.945173
Department of Health and Human Services,BCHMIS - PMM,03/10/2011,28/09/2012,0.899,0.899,0.935
Department of Commerce,Design the User interface - Phase I,01/10/2010,30/09/2011,0.89427,0.89427,0.89427
Department of Agriculture,ePACS: PIV-A,01/10/2011,31/07/2012,0.9,0.891,0.891
Social Security Administration,FY12 CTR Registration Process,03/10/2011,30/09/2012,0.88565,0.88565,0.63572
Department of Veterans Affairs,Research Administrative Management System (RAMS),06/06/2011,24/09/2014,23.767668,0.885,0.885
Department of Homeland Security,DPICS-2- Data Pattern Information Collection System-2 (DPICS-2),16/06/2011,31/05/2012,0.883,0.882,0.845
Department of Labor,Communications,07/05/2010,15/08/2012,0.878,0.878,0.878
Nuclear Regulatory Commission,PeopleSoft 9.0 Upgrade,01/10/2010,25/10/2011,0.876,0.876,1.937
Department of Homeland Security,Create Development Environment,01/04/2011,16/10/2011,0.873,0.873,0.869
Department of Transportation,Fall 2011 Release -Logistics Pipeline including Training and Tech Manuals,01/07/2011,02/07/2012,0.873,0.873,0.875
Department of Commerce,Convert existing office action data to XML,01/05/2012,31/12/2012,0.8719,0.8719,0.8719
Social Security Administration,ERE Maintenance,03/10/2011,30/09/2012,0.86999,0.8699,1.78165
Social Security Administration,Reconciliation/Corrections,03/10/2011,30/09/2012,0.86548,0.86546,0.83618
Department of Health and Human Services,Databanks - Release 5.23,13/06/2011,02/03/2012,0.865,0.865,1.158
